HR,RA(J2000),DEC(J2000),Double.Name,Teff(K),Error_Teff(K),logg,Error_logg,[M/H],Error_[M/H],standard_B,Error_standard_B,standard_G,Error_standard_G,standard_R,Error_standard_R,STC_B,STC_G,STC_R,STC_L,Parallax
2018,87.8572844,32.1246925,---,3500,0,0.0,0.0,0.189,0.04,7.233,0.013,6.346,0.015,5.775,0.018,7.6306,6.4548,5.5839,5.4219,3.254
2974,115.2191538,-31.6611659,---,4294,32,1.62,0.342,-1.579,0.164,7.221,0.011,6.695,0.008,6.33,0.008,7.4791,6.7546,6.1982,5.866,0.244
8374,328.8358137,61.5418105,---,3943,30,0.178,0.09,-0.792,0.193,7.022,0.013,6.266,0.01,5.746,0.009,7.3728,6.368,5.5712,5.3848,1.0683
2453,100.337072,28.1966402,---,4702,43,1.863,0.698,-0.235,0.267,6.97,0.011,6.501,0.01,6.182,0.01,7.2289,6.5519,6.0735,5.6963,1.5068
1908,84.2682589,11.0350081,---,3596,194,1.5,0.447,-2.268,2.166,6.852,0.043,6.059,0.03,5.464,0.015,7.187,6.1886,5.264,5.1196,3.2607
7795,305.5127318,41.132136,---,4613,43,1.922,0.653,-0.52,0.243,6.924,0.015,6.459,0.012,6.142,0.011,7.1757,6.5102,6.031,5.6512,1.5651
5659,228.1811699,19.2860393,---,5625,37,4.637,0.53,0.035,0.063,6.969,0.012,6.694,0.011,6.505,0.01,7.145,6.7243,6.4409,5.8982,30.8032
1270,62.3648798,59.9080705,---,4518,34,2.055,0.799,-0.328,0.47,6.875,0.014,6.379,0.008,6.032,0.009,7.1423,6.4373,5.9133,5.5628,2.6409
7542,297.1271432,10.6940962,---,4934,23,0.113,0.176,-1.332,0.174,6.92,0.012,6.506,0.011,6.222,0.01,7.133,6.5475,6.1205,5.6969,1.2802
8086,316.7302664,38.7420564,---,3740,21,3.703,1.023,-1.0,0.033,6.794,0.017,6.142,0.013,5.595,0.01,7.0821,6.2746,5.4176,5.2143,286.0054
8692,342.5420568,50.6769182,---,4539,41,2.03,0.669,-0.35,0.326,6.794,0.014,6.304,0.013,5.963,0.014,7.0582,6.3608,5.8462,5.4898,1.9489
2067,89.0143041,13.9249155,---,5793,29,4.341,0.394,-0.011,0.078,6.892,0.014,6.644,0.01,6.479,0.01,7.0509,6.6695,6.4231,5.8485,36.4474
2392,98.1953064,-11.1663822,---,4858,44,2.226,0.316,0.132,0.095,6.788,0.012,6.338,0.01,6.028,0.01,7.0435,6.3878,5.9251,5.5359,5.0237
300,15.8237254,-29.5258469,---,4853,30,3.275,0.37,-0.422,0.122,6.815,0.009,6.42,0.01,6.141,0.009,7.0366,6.4651,6.0433,5.6131,7.9976
8126,318.5428513,29.9009606,---,4607,33,1.898,0.481,-0.282,0.173,6.741,0.014,6.258,0.011,5.927,0.011,7.0041,6.3126,5.8138,5.4491,2.0341
7847,307.7467906,36.9358389,---,4295,17,2.596,0.371,-2.0,0.158,6.752,0.011,6.265,0.01,5.917,0.011,6.9883,6.3217,5.7889,5.4339,0.769
6538,263.0041345,34.2711475,---,6026,65,4.447,0.265,0.388,0.135,6.803,0.01,6.573,0.008,6.417,0.008,6.963,6.5986,6.3671,5.7786,41.318
648,33.2637683,15.2798611,---,3686,37,0.904,0.101,-0.75,0.368,6.613,0.02,5.839,0.012,5.265,0.011,6.9604,5.9686,5.0797,4.9183,5.5659
72,4.6744486,-8.0530014,---,5790,29,3.972,0.217,0.26,0.087,6.789,0.009,6.53,0.007,6.354,0.008,6.9592,6.5572,6.2959,5.7357,42.7308
5734,231.1286128,37.3472994,---,6061,46,4.287,0.203,0.235,0.071,6.806,0.013,6.59,0.011,6.446,0.011,6.9549,6.6123,6.3996,5.7937,27.73
4550,178.2448722,37.7186761,---,5211,19,5.0,0.0,-1.165,0.074,6.779,0.009,6.464,0.008,6.245,0.007,6.9535,6.4971,6.1655,5.6593,109.0296
690,35.9656013,55.3648618,---,4971,14,0.0,0.0,-1.78,0.185,6.744,0.014,6.353,0.014,6.079,0.012,6.9398,6.3922,5.9795,5.5391,0.9318
5143,205.0649081,31.0120357,---,4898,53,2.86,0.411,-0.14,0.17,6.7,0.017,6.291,0.016,6.006,0.015,6.9328,6.3366,5.9091,5.4883,7.037
4098,157.0161755,48.7849043,---,5916,27,4.312,0.376,-0.144,0.082,6.771,0.011,6.547,0.009,6.399,0.009,6.9145,6.5691,6.3496,5.7488,43.65
7008,279.9036541,5.2642893,---,5202,27,0.39,0.142,-1.107,0.24,6.718,0.011,6.392,0.01,6.169,0.009,6.899,6.4239,6.088,5.5896,1.8604
5423,217.4033713,41.7959137,---,5707,49,4.288,0.412,0.288,0.095,6.707,0.012,6.433,0.011,6.242,0.01,6.8863,6.4627,6.18,5.6379,42.7526
4027,154.1170093,28.682482,---,5895,36,3.949,0.25,0.096,0.116,6.724,0.008,6.491,0.008,6.336,0.009,6.8781,6.5146,6.2847,5.6954,29.9864
1884,84.2183968,40.1823829,---,4655,33,2.445,0.446,-0.53,0.179,6.635,0.01,6.192,0.01,5.884,0.01,6.8758,6.2417,5.7761,5.3824,2.0195
9053,358.8894812,47.3558035,---,4549,23,1.549,0.357,-0.229,0.192,6.597,0.01,6.084,0.008,5.736,0.009,6.8737,6.1415,5.6176,5.2734,1.9092
2208,93.3020948,10.6271426,---,5775,24,5.0,0.122,0.0,0.037,6.706,0.009,6.453,0.008,6.28,0.007,6.8712,6.4801,6.2221,5.6567,53.7653
4328,166.976779,-30.1745681,---,5942,62,4.205,0.254,-0.084,0.121,6.725,0.011,6.504,0.008,6.358,0.008,6.869,6.5258,6.3095,5.7062,39.3975
7914,310.1880866,19.9355357,---,5888,34,4.359,0.208,-0.084,0.089,6.71,0.013,6.48,0.01,6.328,0.009,6.8586,6.5033,6.2768,5.683,47.7457
5270,210.6326901,9.6860952,---,4698,35,1.207,0.19,-2.5,0.0,6.657,0.011,6.237,0.008,5.939,0.007,6.8499,6.2805,5.8283,5.4131,3.0991
88,5.7157845,-12.2094381,---,5824,33,4.323,0.243,0.182,0.076,6.684,0.011,6.434,0.008,6.265,0.007,6.8488,6.4608,6.209,5.6393,46.8742
8931,352.8812618,-4.0874044,---,6147,36,4.228,0.223,-0.232,0.107,6.72,0.01,6.534,0.01,6.413,0.011,6.8437,6.5517,6.3731,5.7314,38.7113
8304,325.6617101,49.600247,---,4872,19,2.622,0.639,-0.063,0.161,6.59,0.012,6.167,0.012,5.873,0.011,6.8307,6.2137,5.7742,5.3644,3.3973
641,33.4233776,58.5605844,---,5428,16,0.0,0.0,-2.5,0.0,6.698,0.011,6.457,0.008,6.289,0.007,6.8208,6.4791,6.2265,5.6434,0.3967
8737,344.6461688,9.3568547,---,5848,63,4.239,0.19,0.039,0.11,6.664,0.016,6.425,0.012,6.265,0.011,6.8204,6.4491,6.2115,5.6289,30.71
5183,206.7380105,6.3503739,---,5821,22,3.832,0.153,-0.055,0.072,6.622,0.009,6.383,0.007,6.225,0.007,6.7743,6.4068,6.1721,5.5869,31.7806
4092,156.4344625,-7.0598283,---,3790,58,1.164,0.123,-0.186,0.468,6.423,0.021,5.682,0.013,5.136,0.01,6.7658,5.8032,4.9628,4.7795,7.127
508,26.2326046,20.083149,---,5650,43,4.098,0.258,0.188,0.066,6.583,0.01,6.305,0.008,6.114,0.008,6.7611,6.3348,6.0511,5.5104,30.1535
6836,274.3489936,-28.2889449,---,6240,62,4.353,0.247,0.029,0.133,6.606,0.012,6.422,0.009,6.304,0.009,6.7345,6.4404,6.2663,5.6224,32.3999
6847,273.8852644,45.2093167,---,5908,45,4.457,0.255,0.197,0.084,6.571,0.011,6.333,0.009,6.173,0.009,6.7306,6.3586,6.12,5.538,42.9348
5996,241.7640412,-14.0712974,---,5843,40,3.862,0.222,0.33,0.095,6.556,0.009,6.304,0.008,6.131,0.008,6.7252,6.3304,6.0756,5.5097,36.2249
4486,174.6870841,45.1084182,---,5820,42,4.723,0.236,-0.141,0.118,6.556,0.01,6.316,0.008,6.154,0.008,6.7103,6.3401,6.0995,5.5182,43.01
7823,306.7823924,34.3290691,---,5814,23,0.0,0.0,-1.066,0.159,6.582,0.015,6.409,0.011,6.295,0.01,6.6973,6.4244,6.2568,5.6029,0.8914
1322,63.8700021,6.1868611,---,6064,36,4.41,0.264,0.031,0.111,6.555,0.009,6.346,0.008,6.209,0.008,6.6952,6.367,6.1648,5.5484,45.3005
173,10.1366484,-23.8049219,---,5348,28,5.0,0.132,-0.817,0.102,6.51,0.011,6.214,0.009,6.009,0.007,6.6816,6.2453,5.9356,5.4119,35.0508
8345,327.4170587,41.1487853,---,5970,34,0.998,0.053,-2.5,0.0,6.601,0.008,6.468,0.006,6.379,0.007,6.6772,6.4793,6.3474,5.6458,0.6249
7504,295.46655,50.5175225,---,5802,24,4.604,0.333,0.142,0.073,6.506,0.009,6.253,0.008,6.08,0.008,6.6717,6.2798,6.0232,5.4573,47.3302
5384,215.8136872,1.2415689,---,5810,31,4.777,0.289,-0.223,0.07,6.508,0.011,6.268,0.01,6.107,0.009,6.6604,6.2926,6.0527,5.4704,57.2706
2833,111.4633335,-5.774961,---,5074,30,2.124,0.364,-0.095,0.143,6.433,0.01,6.046,0.009,5.785,0.01,6.6581,6.0858,5.6966,5.2513,1.7289
6144,247.625077,-7.5144529,---,5998,0,0.0,0.0,-2.0,0.126,6.581,0.007,6.461,0.007,6.386,0.008,6.6572,6.4705,6.36,5.6415,0.2808
5148,205.0968015,50.5194156,---,6298,77,4.481,0.19,0.095,0.097,6.516,0.011,6.336,0.009,6.221,0.009,6.6436,6.3548,6.1856,5.537,39.1793
8041,315.1410032,-4.7302613,---,5981,78,3.857,0.209,0.269,0.113,6.478,0.012,6.249,0.009,6.096,0.008,6.6333,6.2728,6.0471,5.4544,36.9971
3153,119.9064253,-60.5870597,---,3663,53,0.757,0.116,-2.5,0.045,6.256,0.022,5.348,0.013,4.691,0.015,6.6264,5.4893,4.4683,4.374,2.2335
461,24.5315286,57.9776307,---,4169,29,0.822,0.293,-0.301,0.183,6.298,0.017,5.662,0.012,5.228,0.012,6.6191,5.742,5.0807,4.8227,2.4121
7291,288.8884587,-24.1793537,---,6326,38,4.313,0.198,0.306,0.087,6.473,0.011,6.291,0.009,6.173,0.009,6.6069,6.3105,6.1375,5.4934,36.3115
1662,76.9096381,9.471781,---,5806,29,4.141,0.265,-0.137,0.07,6.428,0.011,6.189,0.008,6.029,0.008,6.5801,6.2121,5.9748,5.3912,36.2462
4529,177.0978637,-10.3131033,---,6128,43,3.681,0.131,0.203,0.115,6.415,0.01,6.216,0.007,6.085,0.007,6.5557,6.2361,6.0441,5.419,22.412
9107,1.2238529,34.659667,---,5625,48,3.59,0.293,-0.5,0.134,6.373,0.01,6.121,0.009,5.954,0.008,6.5207,6.1449,5.8945,5.321,28.2831
753,39.0203944,6.8868742,---,4775,24,4.751,0.27,-0.033,0.076,6.282,0.013,5.87,0.011,5.532,0.009,6.5184,5.9443,5.4212,5.0369,138.34
7569,298.0143272,11.6283257,---,5786,32,4.038,0.221,-0.059,0.075,6.359,0.011,6.114,0.009,5.95,0.008,6.5155,6.1379,5.8948,5.3174,37.0027
1319,63.9428519,15.4006958,---,6816,53,4.002,0.15,0.114,0.13,6.405,0.012,6.295,0.009,6.235,0.009,6.5025,6.3076,6.2225,5.4894,21.3037
2141,91.535564,35.3877388,---,5955,61,4.145,0.244,-0.099,0.099,6.355,0.01,6.137,0.008,5.993,0.007,6.4973,6.1584,5.9452,5.3388,38.984
2240,94.2446047,23.7409125,---,6105,39,4.5,0.176,-2.5,0.0,6.411,0.009,6.248,0.007,6.137,0.008,6.4971,6.2621,6.096,5.4282,0.5467
2066,89.1406998,28.9422662,---,6324,26,0.5,0.0,-1.649,0.199,6.433,0.012,6.363,0.01,6.327,0.009,6.4899,6.3692,6.3178,5.5377,0.5449
5,1.5658922,58.436728,---,5762,50,4.809,0.291,0.2,0.095,6.307,0.012,6.044,0.009,5.862,0.009,6.4802,6.0737,5.8025,5.2488,46.56
6066,244.2448617,-21.3041342,---,10411,96,4.438,0.097,0.0,0.371,6.452,0.012,6.562,0.012,6.7,0.013,6.4606,6.5567,6.7756,5.7152,7.7962
4285,165.0861841,42.9117023,---,5955,70,3.666,0.158,-0.239,0.098,6.309,0.015,6.1,0.011,5.962,0.01,6.4429,6.1198,5.9158,5.2992,21.4212
6269,253.3549894,-20.4157781,---,5614,40,4.058,0.311,0.113,0.103,6.246,0.012,5.965,0.008,5.774,0.007,6.4232,5.995,5.7098,5.1705,33.016
3625,137.2127939,33.8822189,---,6178,52,4.346,0.15,0.209,0.058,6.283,0.013,6.084,0.011,5.954,0.011,6.4227,6.1051,5.9132,5.2873,52.7709
3626,137.1972213,26.6291122,---,5905,59,3.958,0.244,0.288,0.091,6.256,0.011,6.016,0.008,5.853,0.007,6.4184,6.0409,5.8002,5.2212,32.0163
7503,295.4539725,50.5250597,---,5822,35,4.347,0.326,0.113,0.122,6.251,0.01,6.003,0.009,5.836,0.008,6.4124,6.0289,5.7807,5.2077,47.3239
2007,87.1455839,-4.0946443,---,5797,35,4.933,0.198,-0.133,0.116,6.242,0.015,5.997,0.011,5.831,0.01,6.4002,6.0224,5.7747,5.1997,65.7446
4030,154.1345512,23.503112,---,5874,34,3.865,0.152,0.2,0.047,6.236,0.014,5.996,0.011,5.834,0.01,6.3963,6.0204,5.7813,5.2009,33.7721
2831,111.2120116,-19.0122821,---,6588,41,1.301,0.052,-2.5,0.0,6.317,0.009,6.27,0.006,6.255,0.007,6.361,6.274,6.2537,5.4399,0.3167
8443,331.8566057,53.3074367,---,5930,60,0.001,0.0,-2.5,0.0,6.281,0.009,6.152,0.006,6.069,0.01,6.357,6.1622,6.0403,5.3316,0.4267
1747,79.7103037,-18.1300518,---,6076,44,4.38,0.268,0.048,0.08,6.215,0.012,6.008,0.009,5.872,0.008,6.3551,6.0287,5.828,5.2102,40.4785
560,28.9742892,1.849972,---,6059,49,3.978,0.21,-0.135,0.111,6.218,0.011,6.018,0.009,5.888,0.009,6.3501,6.0377,5.8449,5.2182,25.07
7300,288.8337101,15.0836509,---,4748,41,2.238,0.448,-0.144,0.204,6.089,0.012,5.631,0.01,5.316,0.01,6.3443,5.6818,5.2094,4.826,5.392
5853,236.0075789,2.5151669,---,5630,39,4.881,0.268,-0.011,0.057,6.162,0.013,5.889,0.011,5.7,0.01,6.3364,5.9192,5.6363,5.0923,67.6007
3429,130.1125439,19.5448092,---,7981,87,3.485,0.107,0.5,0.038,6.278,0.01,6.301,0.005,6.354,0.006,6.3335,6.3047,6.3924,5.4791,5.3836
6998,279.7225063,-21.0518726,---,5684,38,4.89,0.247,-0.19,0.1,6.163,0.013,5.903,0.01,5.725,0.01,6.3269,5.9302,5.6649,5.1053,76.7405
4371,169.3225017,2.0105564,---,3894,130,1.687,0.323,0.424,0.818,5.986,0.024,5.264,0.015,4.74,0.012,6.3253,5.3767,4.5726,4.3731,9.9328
1262,61.3344102,22.0089044,---,5895,50,4.627,0.275,0.114,0.091,6.165,0.01,5.927,0.008,5.767,0.008,6.3223,5.9523,5.7144,5.1314,59.4728
5763,232.7323314,40.8330483,---,3766,23,0.63,0.18,-1.186,0.814,5.966,0.029,5.178,0.019,4.606,0.013,6.315,5.3006,4.416,4.2602,3.3492
4298,165.1699307,-31.839369,---,6330,40,3.933,0.122,0.135,0.072,6.19,0.009,6.019,0.007,5.911,0.008,6.3139,6.0367,5.8782,5.2193,32.3968
8321,326.5181812,22.9488787,---,4192,46,1.123,0.622,-0.182,0.515,5.994,0.014,5.372,0.01,4.942,0.012,6.3103,5.4521,4.7968,4.5329,2.3673
8314,326.1305416,14.7719395,---,6074,48,4.345,0.298,0.033,0.087,6.161,0.012,5.954,0.01,5.819,0.009,6.3003,5.9751,5.7752,5.1566,55.148
4845,191.2475211,39.2789183,---,5814,37,4.368,0.449,-0.712,0.126,6.163,0.014,5.941,0.013,5.793,0.011,6.2946,5.9616,5.7411,5.1374,56.9588
964,48.9498768,57.1406231,---,5009,23,1.481,0.103,-2.5,0.0,6.137,0.011,5.819,0.008,5.588,0.007,6.2866,5.8507,5.5003,4.9986,1.0637
720,37.2020704,29.9317579,---,5938,46,3.916,0.233,-0.12,0.108,6.141,0.012,5.923,0.009,5.78,0.008,6.2824,5.9444,5.7316,5.1247,31.7031
7293,288.0194971,49.8538882,HR7294,5869,35,4.31,0.182,0.193,0.048,6.115,0.011,5.872,0.009,5.708,0.009,6.2769,5.898,5.6541,5.0772,39.5784
8832,348.3207347,57.1683561,---,4803,23,4.577,0.263,0.279,0.075,6.025,0.007,5.602,0.006,5.256,0.007,6.2697,5.6767,5.1449,4.7695,152.864
6337,255.7827978,14.0919469,---,3500,8,0.855,0.127,-0.477,0.067,5.905,0.014,5.083,0.008,4.494,0.015,6.2644,5.2155,4.3094,4.1486,8.0197
6042,243.4395767,-24.422095,---,12998,15,5.0,0.001,-0.626,0.131,6.261,0.01,6.395,0.011,6.554,0.012,6.2562,6.3872,6.6386,5.5395,6.2141
5534,222.5658782,23.9118426,---,6046,42,4.47,0.279,0.084,0.128,6.107,0.012,5.893,0.008,5.752,0.007,6.2514,5.9147,5.7057,5.0959,54.9502
582,30.0381645,3.0970147,---,6179,21,3.953,0.129,0.5,0.0,6.083,0.007,5.875,0.006,5.735,0.007,6.2357,5.8975,5.6924,5.0805,31.4492
6152,247.6397857,20.4791856,---,4180,33,1.041,0.13,-1.227,0.204,5.929,0.012,5.334,0.008,4.925,0.007,6.2199,5.4049,4.7801,4.4951,4.7137
105,6.9820778,-33.0071661,---,3509,2,0.0,0.0,0.0,0.0,5.822,0.013,4.925,0.012,4.331,0.012,6.2183,5.0481,4.1399,3.9933,5.8984
7637,299.9470012,-9.9582318,---,6066,45,4.259,0.151,0.043,0.078,6.077,0.011,5.87,0.008,5.734,0.007,6.2169,5.8903,5.6895,5.0719,46.9328
7921,310.2605926,32.3072883,49 Cyg B,5032,28,2.7,0.871,-0.162,0.164,5.988,0.01,5.603,0.008,5.339,0.008,6.2099,5.6431,5.2491,4.8046,3.6839
2074,89.2338266,24.2496895,---,6279,27,3.175,0.066,-2.5,0.0,6.134,0.008,6.008,0.007,5.926,0.007,6.2074,6.0191,5.897,5.1858,0.5311
7673,301.8464833,-52.8807914,---,3821,41,1.071,0.164,0.385,0.263,5.83,0.015,5.052,0.01,4.505,0.013,6.1888,5.1685,4.3315,4.154,4.3579
8631,340.2195068,14.5491601,---,5521,59,4.241,0.586,-0.147,0.147,6.008,0.013,5.722,0.01,5.526,0.008,6.1845,5.7513,5.4588,4.925,29.59
5292,212.2343889,-59.2767103,---,13998,258,5.0,0.0,-2.5,1.066,6.193,0.013,6.334,0.014,6.498,0.015,6.1839,6.3252,6.5845,5.4753,3.2785
448,23.4284806,-7.0253435,---,5888,44,3.848,0.151,0.2,0.072,6.024,0.01,5.786,0.007,5.626,0.007,6.183,5.8103,5.5738,4.991,33.5829
1385,66.2380308,19.0420086,---,6862,64,3.788,0.105,0.063,0.064,6.089,0.011,5.989,0.009,5.938,0.009,6.181,6.0007,5.929,5.1822,21.3384
980,48.7511311,-26.1004574,---,8860,72,3.48,0.072,-1.0,0.0,6.137,0.009,6.219,0.009,6.329,0.009,6.1531,6.2151,6.3892,5.3769,6.3843
1016,50.3500182,-23.6351535,---,5118,30,3.084,0.296,0.0,0.042,5.93,0.008,5.56,0.008,5.305,0.008,6.1479,5.5999,5.2185,4.7627,8.0143
5165,206.1242792,-16.1790733,---,5228,45,2.1,0.208,-0.436,0.116,5.947,0.009,5.615,0.008,5.392,0.008,6.14,5.6468,5.3138,4.819,3.777
7835,307.3349583,36.4547254,---,5840,23,0.383,0.079,-2.5,0.0,6.052,0.01,5.902,0.007,5.803,0.006,6.1353,5.915,5.7662,5.0828,0.857
236,12.1475689,-74.9234369,---,4228,34,1.792,0.254,0.324,0.206,5.815,0.009,5.18,0.01,4.725,0.011,6.1332,5.2715,4.5762,4.328,15.042
7672,301.0259204,17.0701882,---,5989,56,4.21,0.22,0.02,0.123,5.985,0.011,5.767,0.009,5.623,0.009,6.1299,5.7882,5.5754,4.9695,56.2693
2251,94.3172079,5.0999766,---,5863,26,4.654,0.294,-0.09,0.075,5.975,0.01,5.74,0.008,5.582,0.007,6.1268,5.7635,5.5297,4.9425,51.6165
159,9.3362527,-24.7672671,---,5565,32,5.0,0.0,-0.125,0.128,5.947,0.011,5.667,0.01,5.472,0.01,6.124,5.699,5.4059,4.8697,64.93
9074,359.8720481,33.7238548,BD+32 4747B,6198,66,4.271,0.202,0.0,0.137,5.994,0.012,5.806,0.01,5.686,0.009,6.1229,5.8249,5.6471,5.0067,33.9226
8085,316.7248019,38.7494403,---,4290,9,4.999,0.0,0.0,0.0,5.852,0.011,5.322,0.008,4.854,0.007,6.1179,5.4423,4.7057,4.4306,285.9949
8084,316.6260178,31.1846571,---,5961,63,1.372,0.132,-0.286,0.155,5.986,0.012,5.802,0.01,5.683,0.009,6.1176,5.82,5.6447,5.0035,1.6594
5998,241.9662003,-24.4623475,---,14058,477,4.622,0.2,-2.0,1.483,6.116,0.014,6.261,0.014,6.425,0.014,6.0989,6.2507,6.5112,5.3972,6.2582
3291,125.7080699,-26.3482218,---,5998,191,0.0,0.371,-1.784,0.798,6.011,0.024,5.888,0.013,5.811,0.009,6.0907,5.8982,5.7853,5.0704,0.3596
800,41.0214966,44.2970413,---,5031,17,0.749,0.343,-0.721,0.181,5.871,0.012,5.483,0.011,5.224,0.011,6.0878,5.5209,5.1322,4.6853,2.3511
8808,346.9489442,63.633465,---,14558,630,5.0,0.065,-0.5,0.746,6.1,0.011,6.247,0.012,6.415,0.013,6.0852,6.2378,6.5038,5.3849,2.44
4039,154.3105747,23.1062189,---,6189,60,3.768,0.208,-0.402,0.096,5.967,0.011,5.797,0.009,5.688,0.008,6.0788,5.8136,5.6515,4.9912,44.9008
3576,135.6362122,67.6296189,---,3613,2,1.083,0.087,0.306,0.019,5.725,0.011,4.944,0.013,4.401,0.017,6.0787,5.052,4.2213,4.034,10.1658
6619,266.4176454,31.50468,---,10085,73,2.673,0.111,-1.5,0.281,6.097,0.009,6.21,0.008,6.341,0.008,6.0783,6.2001,6.4082,5.3493,0.5263
2011,87.7601553,37.3055714,---,3639,66,0.609,0.14,-0.343,0.53,5.701,0.02,4.89,0.013,4.308,0.018,6.0652,5.0202,4.1223,3.9683,5.7358
5219,207.9478139,34.4442392,---,3500,6,0.649,0.11,-0.385,0.055,5.689,0.016,4.846,0.012,4.253,0.014,6.0577,4.9779,4.065,3.9104,5.43
1266,60.3256317,-61.0788211,---,4144,51,1.392,0.252,0.2,0.198,5.727,0.012,5.069,0.013,4.604,0.013,6.0536,5.1618,4.4521,4.2149,9.9842
5801,234.3687481,-26.279865,---,13122,123,4.585,0.333,0.0,0.361,6.049,0.012,6.192,0.012,6.353,0.013,6.0337,6.1831,6.4381,5.3292,6.12
1408,67.0975108,14.7409764,---,7159,55,3.826,0.098,0.161,0.147,5.946,0.011,5.875,0.009,5.849,0.009,6.0294,5.8841,5.8516,5.0662,18.0316
45,3.6506856,20.2067003,---,3748,16,1.202,0.07,0.429,0.08,5.668,0.014,4.879,0.01,4.326,0.014,6.0277,4.9956,4.1502,3.9717,9.4052
3003,116.5310294,18.5100431,---,3867,34,1.103,0.237,-0.585,0.257,5.692,0.013,4.997,0.013,4.487,0.011,6.0198,5.1051,4.318,4.1117,10.5086
7527,297.5906542,-61.0611203,---,13965,205,4.316,0.186,0.5,0.0,6.047,0.012,6.208,0.013,6.376,0.014,6.0189,6.1979,6.4642,5.334,3.8093
7573,298.0066405,24.9921591,---,5093,18,1.0,0.022,-2.5,0.0,5.867,0.009,5.564,0.007,5.344,0.007,6.0123,5.5942,5.2609,4.7449,0.6566
618,32.16908,58.4236011,---,5319,14,1.611,0.076,-2.5,0.0,5.89,0.008,5.644,0.006,5.464,0.006,6.0096,5.6682,5.3955,4.8239,0.3841
4299,165.4569775,-2.4845836,---,3703,65,0.77,0.165,-0.411,0.5,5.648,0.028,4.86,0.017,4.285,0.012,6.004,4.9905,4.1016,3.9424,5.4948
1183,57.4313775,23.7118542,---,10664,91,4.13,0.135,0.5,0.0,6.001,0.008,6.126,0.009,6.27,0.01,5.9966,6.1199,6.3478,5.2698,7.4625
3717,139.8853108,-55.1864706,---,13198,302,4.0,0.094,0.5,0.002,6.023,0.01,6.179,0.01,6.342,0.011,5.9935,6.1693,6.4274,5.3052,1.7887
5838,235.4866608,-19.6788264,---,3693,30,0.909,0.08,-1.16,0.409,5.646,0.017,4.869,0.011,4.292,0.01,5.9892,4.997,4.1031,3.9455,10.7725
5095,202.9911878,-6.2558172,---,3748,4,1.073,0.122,0.5,0.011,5.621,0.011,4.815,0.008,4.257,0.01,5.9871,4.9312,4.0797,3.9065,8.16
2450,99.8196644,-14.1457631,---,4035,16,0.566,0.199,-0.272,0.241,5.642,0.012,4.943,0.011,4.461,0.01,5.9824,5.0366,4.2999,4.0825,3.1086
6159,248.1512164,11.4880411,---,3871,63,0.879,0.438,-0.5,0.493,5.644,0.012,4.933,0.011,4.418,0.01,5.9797,5.0407,4.2484,4.0484,9.29
248,13.2520606,-1.1442589,---,3792,18,0.566,0.111,-1.05,0.37,5.631,0.023,4.858,0.016,4.301,0.01,5.9791,4.9759,4.1152,3.9497,5.56
3950,150.0533578,8.0442231,---,3757,16,1.028,0.165,0.447,0.096,5.609,0.01,4.804,0.009,4.244,0.013,5.9754,4.9229,4.0673,3.8964,8.03
8413,331.4197986,5.0585333,---,4074,20,1.457,0.213,0.2,0.148,5.628,0.012,4.953,0.013,4.468,0.011,5.9579,5.0529,4.3104,4.0869,12.4379
991,49.6826078,34.2226519,---,4035,21,0.688,0.15,-0.413,0.205,5.624,0.016,4.943,0.014,4.469,0.012,5.9564,5.0343,4.3093,4.0834,2.77
4954,196.7947083,27.6247383,---,3998,8,1.544,0.133,0.381,0.079,5.613,0.011,4.892,0.01,4.369,0.01,5.954,5.0052,4.2027,4.0062,8.5989
5600,225.5271189,25.0081389,---,3998,20,1.49,0.155,0.299,0.168,5.609,0.013,4.893,0.013,4.374,0.013,5.9486,5.0056,4.2082,4.0095,8.5271
3815,143.9145975,35.8101353,---,5431,31,4.748,0.234,0.186,0.068,5.749,0.009,5.437,0.007,5.211,0.007,5.9463,5.475,5.1368,4.6375,89.0092
699,36.4059314,50.2786292,---,3821,19,0.628,0.068,-0.809,0.373,5.595,0.017,4.845,0.014,4.306,0.009,5.9394,4.9588,4.1267,3.9476,7.6317
4362,168.8009461,23.0955103,---,3517,34,0.626,0.128,-0.292,0.283,5.565,0.017,4.731,0.009,4.147,0.01,5.9331,4.8579,3.9595,3.8005,3.4
8545,336.6429176,-16.7421947,53 Aqr B,5947,44,4.614,0.231,-0.016,0.058,5.781,0.01,5.555,0.008,5.406,0.008,5.9292,5.5781,5.3561,4.7584,49.5
8020,313.9575172,47.4176564,---,6049,21,3.859,0.112,-2.5,0.0,5.843,0.007,5.683,0.005,5.572,0.005,5.9278,5.6968,5.5308,4.8616,0.3915
6054,243.7226258,-25.476975,---,12303,157,4.916,0.177,-1.0,0.366,5.925,0.011,6.052,0.012,6.205,0.013,5.9249,6.0446,6.2874,5.1995,6.7821
5910,238.6254575,-27.3386381,---,12857,90,4.5,0.137,0.5,0.0,5.942,0.01,6.091,0.01,6.252,0.011,5.9234,6.0823,6.3377,5.2239,6.7131
1608,74.960254,-10.2632834,---,5207,41,3.82,0.422,-0.33,0.155,5.728,0.012,5.395,0.011,5.165,0.011,5.9227,5.4304,5.0847,4.5956,18.5001
5899,237.8162911,20.9779214,---,3986,16,1.566,0.134,0.5,0.054,5.574,0.011,4.84,0.009,4.311,0.009,5.9189,4.955,4.1442,3.9522,8.0776
